augpath,source,augment_index,class,infraclass
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801093539_aug69.jpg,IMG20250801093539.png,69,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801093539_aug76.jpg,IMG20250801093539.png,76,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801093539_aug83.jpg,IMG20250801093539.png,83,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801093957.jpg,IMG20250801093957.png,0,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801093957_aug30.jpg,IMG20250801093957.png,30,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801093957_aug66.jpg,IMG20250801093957.png,66,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801093957_aug107.jpg,IMG20250801093957.png,107,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801093957_aug147.jpg,IMG20250801093957.png,147,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801093957_aug217.jpg,IMG20250801093957.png,217,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801093957_aug236.jpg,IMG20250801093957.png,236,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801093957_aug306.jpg,IMG20250801093957.png,306,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801094001.jpg,IMG20250801094001.png,0,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801094001_aug25.jpg,IMG20250801094001.png,25,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801094001_aug56.jpg,IMG20250801094001.png,56,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801094001_aug126.jpg,IMG20250801094001.png,126,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801094001_aug172.jpg,IMG20250801094001.png,172,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801094001_aug210.jpg,IMG20250801094001.png,210,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801094001_aug261.jpg,IMG20250801094001.png,261,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801094001_aug303.jpg,IMG20250801094001.png,303,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094118.jpg,IMG20250801094118.png,0,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094118_aug34.jpg,IMG20250801094118.png,34,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094118_aug74.jpg,IMG20250801094118.png,74,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094118_aug128.jpg,IMG20250801094118.png,128,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094118_aug182.jpg,IMG20250801094118.png,182,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094118_aug227.jpg,IMG20250801094118.png,227,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094118_aug283.jpg,IMG20250801094118.png,283,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094118_aug336.jpg,IMG20250801094118.png,336,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094124.jpg,IMG20250801094124.png,0,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094124_aug13.jpg,IMG20250801094124.png,13,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094124_aug60.jpg,IMG20250801094124.png,60,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094124_aug158.jpg,IMG20250801094124.png,158,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094124_aug183.jpg,IMG20250801094124.png,183,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094124_aug259.jpg,IMG20250801094124.png,259,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094124_aug285.jpg,IMG20250801094124.png,285,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094139.jpg,IMG20250801094139.png,0,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094139_aug43.jpg,IMG20250801094139.png,43,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094139_aug81.jpg,IMG20250801094139.png,81,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094139_aug121.jpg,IMG20250801094139.png,121,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094139_aug186.jpg,IMG20250801094139.png,186,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094139_aug245.jpg,IMG20250801094139.png,245,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250801094139_aug313.jpg,IMG20250801094139.png,313,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094839.jpg,IMG20250801094839.png,0,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094839_aug9.jpg,IMG20250801094839.png,9,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094839_aug79.jpg,IMG20250801094839.png,79,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094839_aug134.jpg,IMG20250801094839.png,134,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094839_aug224.jpg,IMG20250801094839.png,224,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094839_aug269.jpg,IMG20250801094839.png,269,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094844.jpg,IMG20250801094844.png,0,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094844_aug46.jpg,IMG20250801094844.png,46,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094844_aug109.jpg,IMG20250801094844.png,109,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094844_aug156.jpg,IMG20250801094844.png,156,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094844_aug223.jpg,IMG20250801094844.png,223,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\borer\borer_multiple_holes\IMG20250801094844_aug235.jpg,IMG20250801094844.png,235,borer,borer_multiple_holes
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801094852.jpg,IMG20250801094852.png,0,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801094852_aug2.jpg,IMG20250801094852.png,2,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801094852_aug12.jpg,IMG20250801094852.png,12,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801094852_aug21.jpg,IMG20250801094852.png,21,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801094852_aug32.jpg,IMG20250801094852.png,32,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801094852_aug48.jpg,IMG20250801094852.png,48,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801094852_aug60.jpg,IMG20250801094852.png,60,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801094852_aug63.jpg,IMG20250801094852.png,63,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\mites\mites_browned_skin\IMG20250801094852_aug75.jpg,IMG20250801094852.png,75,mites,mites_browned_skin
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801094948.jpg,IMG20250801094948.png,0,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801094948_aug30.jpg,IMG20250801094948.png,30,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801094948_aug68.jpg,IMG20250801094948.png,68,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801094948_aug131.jpg,IMG20250801094948.png,131,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801094948_aug154.jpg,IMG20250801094948.png,154,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801094948_aug219.jpg,IMG20250801094948.png,219,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801094948_aug235.jpg,IMG20250801094948.png,235,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801094948_aug292.jpg,IMG20250801094948.png,292,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095120.jpg,IMG20250801095120.png,0,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095120_aug5.jpg,IMG20250801095120.png,5,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095120_aug75.jpg,IMG20250801095120.png,75,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095120_aug98.jpg,IMG20250801095120.png,98,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095120_aug164.jpg,IMG20250801095120.png,164,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095120_aug203.jpg,IMG20250801095120.png,203,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095120_aug274.jpg,IMG20250801095120.png,274,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250801095153.jpg,IMG20250801095153.png,0,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250801095153_aug57.jpg,IMG20250801095153.png,57,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250801095153_aug94.jpg,IMG20250801095153.png,94,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250801095153_aug177.jpg,IMG20250801095153.png,177,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250801095153_aug212.jpg,IMG20250801095153.png,212,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095204.jpg,IMG20250801095204.png,0,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095204_aug24.jpg,IMG20250801095204.png,24,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095204_aug116.jpg,IMG20250801095204.png,116,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095204_aug259.jpg,IMG20250801095204.png,259,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095204_aug334.jpg,IMG20250801095204.png,334,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095204_aug440.jpg,IMG20250801095204.png,440,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095204_aug507.jpg,IMG20250801095204.png,507,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095207.jpg,IMG20250801095207.png,0,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095207_aug5.jpg,IMG20250801095207.png,5,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095207_aug98.jpg,IMG20250801095207.png,98,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095207_aug264.jpg,IMG20250801095207.png,264,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095207_aug362.jpg,IMG20250801095207.png,362,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095207_aug404.jpg,IMG20250801095207.png,404,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095207_aug486.jpg,IMG20250801095207.png,486,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801095231.jpg,IMG20250801095231.png,0,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801095231_aug17.jpg,IMG20250801095231.png,17,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801095231_aug71.jpg,IMG20250801095231.png,71,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801095231_aug112.jpg,IMG20250801095231.png,112,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801095231_aug161.jpg,IMG20250801095231.png,161,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801095231_aug194.jpg,IMG20250801095231.png,194,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\anthracnose\anthrac_black_lesion\IMG20250801095231_aug251.jpg,IMG20250801095231.png,251,anthracnose,anthrac_black_lesion
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095259.jpg,IMG20250801095259.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095259_aug69.jpg,IMG20250801095259.png,69,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095259_aug225.jpg,IMG20250801095259.png,225,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095259_aug351.jpg,IMG20250801095259.png,351,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095405.jpg,IMG20250801095405.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095405_aug78.jpg,IMG20250801095405.png,78,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095405_aug199.jpg,IMG20250801095405.png,199,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095445.jpg,IMG20250801095445.png,0,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095445_aug48.jpg,IMG20250801095445.png,48,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095445_aug156.jpg,IMG20250801095445.png,156,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095445_aug246.jpg,IMG20250801095445.png,246,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095445_aug320.jpg,IMG20250801095445.png,320,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095445_aug405.jpg,IMG20250801095445.png,405,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_small\IMG20250801095445_aug539.jpg,IMG20250801095445.png,539,blackspot,blackspot_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095521.jpg,IMG20250801095521.png,0,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095521_aug26.jpg,IMG20250801095521.png,26,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095521_aug52.jpg,IMG20250801095521.png,52,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095521_aug141.jpg,IMG20250801095521.png,141,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095521_aug175.jpg,IMG20250801095521.png,175,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095521_aug212.jpg,IMG20250801095521.png,212,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095521_aug275.jpg,IMG20250801095521.png,275,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095521_aug284.jpg,IMG20250801095521.png,284,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095546.jpg,IMG20250801095546.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095546_aug84.jpg,IMG20250801095546.png,84,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095546_aug256.jpg,IMG20250801095546.png,256,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250801095546_aug398.jpg,IMG20250801095546.png,398,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095559.jpg,IMG20250801095559.png,0,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095559_aug2.jpg,IMG20250801095559.png,2,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095559_aug74.jpg,IMG20250801095559.png,74,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095559_aug139.jpg,IMG20250801095559.png,139,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095559_aug143.jpg,IMG20250801095559.png,143,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095559_aug235.jpg,IMG20250801095559.png,235,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095559_aug243.jpg,IMG20250801095559.png,243,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095602.jpg,IMG20250801095602.png,0,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095602_aug3.jpg,IMG20250801095602.png,3,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095602_aug78.jpg,IMG20250801095602.png,78,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095602_aug127.jpg,IMG20250801095602.png,127,blackspot,blackspot_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\blackspot\blackspot_medium\IMG20250801095602_aug176.jpg,IMG20250801095602.png,176,blackspot,blackspot_medium
