Name,Class,Status,Mask Index Override,X Point Override,Y Point Override
IMG20250802083856,Unlabeled,Processed,,,
IMG20250802083900,Unlabeled,Processed,,,
IMG20250802083919,Unlabeled,Processed,,,
IMG20250802083931,Unlabeled,Processed,,,
IMG20250802083939,Unlabeled,Processed,,,
IMG20250802084004,Unlabeled,Processed,,,
IMG20250802084009,Unlabeled,Processed,,,
IMG20250802084017,Unlabeled,Processed,,,
IMG20250802084024,Unlabeled,Processed,,,
IMG20250802084038,Unlabeled,Processed,,,
IMG20250802084048,Unlabeled,Processed,,,
IMG20250802084117,Unlabeled,Processed,,,
IMG20250802084203,Mites,Extracted,,,
IMG20250802084207,Mites,Extracted,,,
IMG20250802084211,Mites,Extracted,,,
IMG20250802084216,Mites,Extracted,,,
IMG20250802084237,Unlabeled,Processed,,,
IMG20250802084244,Unlabeled,Processed,,,
IMG20250802084249,Unlabeled,Processed,,,
IMG20250802084305,Unlabeled,Processed,,,
IMG20250802084416,Mites,Extracted,,,
IMG20250802084423,Mites,Extracted,,,
IMG20250802084426,Mites,Extracted,,,
IMG20250802084430,Mites,Extracted,,,
IMG20250802084433,Mites,Extracted,,,
IMG20250802084439,Mites,Extracted,,,
IMG20250802084443,Mites,Extracted,,,
IMG20250802084448,Mites,Extracted,,,
IMG20250802084452,Mites,Extracted,,,
IMG20250802084502,Mites,Extracted,,,
IMG20250802084508,Mites,Extracted,,,
IMG20250802084526,Mites,Extracted,,,
IMG20250802084533,Mites,Extracted,,,
IMG20250802084537,Mites,Extracted,,,
IMG20250802084602,Mites,Extracted,,,
IMG20250802084608,Mites,Extracted,,,
IMG20250802084612,Mites,Extracted,,,
IMG20250802085745,Mites,Extracted,,,
IMG20250802085749,Mites,Extracted,,,
IMG20250802085753,Mites,Extracted,,,
IMG20250802085804,Unlabeled,Processed,,,
IMG20250802085816,Unlabeled,Processed,,,
IMG20250802085835,Unlabeled,Processed,,,
IMG20250802085915,Unlabeled,Processed,,,
IMG20250802085922,Unlabeled,Processed,,,
IMG20250802085946,Unlabeled,Processed,,,
IMG20250802085951,Unlabeled,Processed,,,
IMG20250802085955,Unlabeled,Partial,,,
IMG20250802090002,Unlabeled,Processed,,,
IMG20250802090005,Unlabeled,Processed,,,
IMG20250802090013,Unlabeled,Processed,,,
IMG20250802090021,Unlabeled,Processed,,,
IMG20250802090024,Unlabeled,Processed,,,
IMG20250802090027,Unlabeled,Processed,,,
IMG20250802090037,Unlabeled,Processed,,,
IMG20250802090109,Unlabeled,Processed,,,
IMG20250802090154,Unlabeled,Processed,,,
IMG20250802090200,Unlabeled,Processed,,,
IMG20250802090220,Unlabeled,Processed,,,
IMG20250802090225,Borer,Extracted,,,
IMG20250802090229,Borer,Extracted,,,
IMG20250802090344,Unlabeled,Processed,,,
IMG20250802090351,Unlabeled,Processed,,,
IMG20250802090357,Unlabeled,Processed,,,
IMG20250802090406,Unlabeled,Processed,,,
IMG20250802090426,Unlabeled,Processed,,,
IMG20250802090522,Unlabeled,Unprocessed,,,
IMG20250802090528,Unlabeled,Unprocessed,,,
IMG20250802090536,Unlabeled,Unprocessed,,,
IMG20250802090559,Borer,Extracted,,,
IMG20250802090606,Borer,Extracted,,,
IMG20250802090620,Unlabeled,Unprocessed,,,
IMG20250802100527,Unlabeled,Unprocessed,,,
IMG20250802100537,Unlabeled,Unprocessed,,,
IMG20250802100540,Unlabeled,Unprocessed,,,
IMG20250802100551,Unlabeled,Unprocessed,,,
IMG20250802100554,Unlabeled,Unprocessed,,,
IMG20250802100557,Unlabeled,Unprocessed,,,
IMG20250802100610,Unlabeled,Unprocessed,,,
IMG20250802100637,Unlabeled,Unprocessed,,,
IMG20250802100642,Unlabeled,Unprocessed,,,
IMG20250802100702,Unlabeled,Unprocessed,,,
IMG20250802100705,Unlabeled,Unprocessed,,,
IMG20250802100709,Unlabeled,Unprocessed,,,
IMG20250802100728,Unlabeled,Unprocessed,,,
IMG20250802100740,Unlabeled,Unprocessed,,,
IMG20250802100747,Unlabeled,Unprocessed,,,
IMG20250802100808,Unlabeled,Unprocessed,,,
IMG20250802100826,Unlabeled,Unprocessed,,,
IMG20250802100859,Unlabeled,Unprocessed,,,
IMG20250802100910,Unlabeled,Unprocessed,,,
IMG20250802100932,Unlabeled,Unprocessed,,,
IMG20250802100948,Unlabeled,Unprocessed,,,
IMG20250802100957,Unlabeled,Unprocessed,,,
IMG20250802101013,Unlabeled,Unprocessed,,,
IMG20250802101037,Unlabeled,Unprocessed,,,
IMG20250802101051,Unlabeled,Unprocessed,,,
IMG20250802101122,Unlabeled,Unprocessed,,,
IMG20250802101146,Unlabeled,Unprocessed,,,
IMG20250802101149,Unlabeled,Unprocessed,,,
IMG20250802101210,Unlabeled,Unprocessed,,,
IMG20250802101220,Unlabeled,Unprocessed,,,
IMG20250802101332,Unlabeled,Unprocessed,,,
IMG20250802101340,Unlabeled,Unprocessed,,,
IMG20250802101347,Unlabeled,Unprocessed,,,
IMG20250802101351,Unlabeled,Unprocessed,,,
IMG20250802101404,Unlabeled,Unprocessed,,,
IMG20250802101416,Unlabeled,Unprocessed,,,
IMG20250802101419,Unlabeled,Unprocessed,,,
IMG20250802101424,Unlabeled,Unprocessed,,,
IMG20250802101438,Unlabeled,Unprocessed,,,
IMG20250802101459,Unlabeled,Unprocessed,,,
IMG20250802101509,Unlabeled,Unprocessed,,,
IMG20250802101516,Unlabeled,Unprocessed,,,
IMG20250802101524,Unlabeled,Unprocessed,,,
IMG20250802101532,Unlabeled,Unprocessed,,,
IMG20250802101539,Unlabeled,Unprocessed,,,
IMG20250802101549,Unlabeled,Unprocessed,,,
IMG20250802101557,Canker,Extracted,,,
IMG20250802101603,Canker,Extracted,,,
IMG20250802101618,Unlabeled,Unprocessed,,,
IMG20250802101620,Unlabeled,Unprocessed,,,
IMG20250802101622,Unlabeled,Unprocessed,,,
IMG20250802101625,Unlabeled,Unprocessed,,,
IMG20250802101647,Unlabeled,Unprocessed,,,
IMG20250802101653,Unlabeled,Unprocessed,,,
IMG20250802101710,Unlabeled,Unprocessed,,,
IMG20250802101715,Unlabeled,Unprocessed,,,
IMG20250802101724,Unlabeled,Unprocessed,,,
IMG20250802101729,Unlabeled,Unprocessed,,,
IMG20250802101734,Unlabeled,Unprocessed,,,
IMG20250802101743,Unlabeled,Unprocessed,,,
IMG20250802101752,Unlabeled,Unprocessed,,,
IMG20250802101758,Unlabeled,Unprocessed,,,
IMG20250802101807,Unlabeled,Unprocessed,,,
IMG20250802101817,Unlabeled,Unprocessed,,,
IMG20250802101819,Unlabeled,Unprocessed,,,
IMG20250802101821,Unlabeled,Unprocessed,,,
IMG20250802101826,Unlabeled,Unprocessed,,,
IMG20250802101835,Unlabeled,Unprocessed,,,
IMG20250802101842,Unlabeled,Unprocessed,,,
IMG20250802101844,Unlabeled,Unprocessed,,,
IMG20250802101901,Unlabeled,Unprocessed,,,
IMG20250802101905,Unlabeled,Unprocessed,,,
IMG20250802101914,Unlabeled,Unprocessed,,,
IMG20250802101917,Unlabeled,Unprocessed,,,
IMG20250802101926,Unlabeled,Unprocessed,,,
IMG20250802102006,Unlabeled,Unprocessed,,,
IMG20250802102010,Unlabeled,Unprocessed,,,
IMG20250802102014,Unlabeled,Unprocessed,,,
IMG20250802102021,Mites,Extracted,,,
IMG20250802102026,Mites,Extracted,,,
IMG20250802102032,Mites,Extracted,,,
IMG20250802102036,Mites,Extracted,,,
IMG20250802102041,Mites,Extracted,,,
IMG20250802102045,Mites,Extracted,,,
IMG20250802102101,Unlabeled,Unprocessed,,,
IMG20250802102124,Unlabeled,Unprocessed,,,
IMG20250802102131,Unlabeled,Unprocessed,,,
IMG20250802102138,Unlabeled,Unprocessed,,,
IMG20250802102213,Unlabeled,Unprocessed,,,
IMG20250802102216,Unlabeled,Unprocessed,,,
IMG20250802102254,Unlabeled,Unprocessed,,,
IMG20250802102303,Unlabeled,Unprocessed,,,
IMG20250802102309,Unlabeled,Unprocessed,,,
IMG20250802102313,Unlabeled,Unprocessed,,,
IMG20250802102326,Unlabeled,Unprocessed,,,
IMG20250802102332,Unlabeled,Unprocessed,,,
IMG20250802102339,Unlabeled,Unprocessed,,,
IMG20250802102356,Unlabeled,Unprocessed,,,
IMG20250802102401,Unlabeled,Unprocessed,,,
IMG20250802102408,Unlabeled,Unprocessed,,,
IMG20250802102412,Unlabeled,Unprocessed,,,
IMG20250802102500,Unlabeled,Unprocessed,,,
IMG20250802102506,Unlabeled,Unprocessed,,,
IMG20250802102548,Unlabeled,Unprocessed,,,
IMG20250802102612,Unlabeled,Unprocessed,,,
IMG20250802102623,Unlabeled,Unprocessed,,,
IMG20250802102655,Unlabeled,Unprocessed,,,
IMG20250802102949,Unlabeled,Unprocessed,,,
IMG20250802102959,Unlabeled,Unprocessed,,,
IMG20250802103041,Unlabeled,Unprocessed,,,
IMG20250802103054,Unlabeled,Unprocessed,,,
IMG20250802103102,Unlabeled,Unprocessed,,,
IMG20250802103123,Unlabeled,Unprocessed,,,
IMG20250802103133,Unlabeled,Unprocessed,,,
IMG20250802103209,Unlabeled,Unprocessed,,,
IMG20250802103227,Unlabeled,Unprocessed,,,
IMG20250802103241,Unlabeled,Unprocessed,,,
IMG20250802103457,Unlabeled,Unprocessed,,,
IMG20250802103504,Unlabeled,Unprocessed,,,
IMG20250802103510,Unlabeled,Unprocessed,,,
IMG20250802103523,Unlabeled,Unprocessed,,,
IMG20250802103529,Unlabeled,Unprocessed,,,
IMG20250802103536,Unlabeled,Unprocessed,,,
IMG20250802103539,Unlabeled,Unprocessed,,,
IMG20250802103542,Unlabeled,Unprocessed,,,
IMG20250802103546,Unlabeled,Unprocessed,,,
IMG20250802103558,Unlabeled,Unprocessed,,,
IMG20250802103606,Healthy,Unprocessed,,,
IMG20250802103615,Unlabeled,Unprocessed,,,
IMG20250802103624,Unlabeled,Unprocessed,,,
IMG20250802103634,Unlabeled,Unprocessed,,,
IMG20250802103649,Unlabeled,Unprocessed,,,
IMG20250802103657,Unlabeled,Unprocessed,,,
IMG20250802103702,Unlabeled,Unprocessed,,,
IMG20250802103706,Unlabeled,Unprocessed,,,
IMG20250802103717,Unlabeled,Unprocessed,,,
IMG20250802103751,Unlabeled,Unprocessed,,,
IMG20250802103756,Unlabeled,Unprocessed,,,
IMG20250802103819,Unlabeled,Unprocessed,,,
IMG20250802103832,Unlabeled,Unprocessed,,,
IMG20250802103837,Unlabeled,Unprocessed,,,
IMG20250802103842,Unlabeled,Unprocessed,,,
IMG20250802103852,Unlabeled,Unprocessed,,,
IMG20250802103909,Unlabeled,Unprocessed,,,
IMG20250802103912,Unlabeled,Unprocessed,,,
IMG20250802103919,Unlabeled,Unprocessed,,,
IMG20250802103926,Unlabeled,Unprocessed,,,
IMG20250802103930,Unlabeled,Unprocessed,,,
IMG20250802103947,Unlabeled,Unprocessed,,,
IMG20250802104000,Unlabeled,Unprocessed,,,
IMG20250802104010,Unlabeled,Unprocessed,,,
IMG20250802104031,Unlabeled,Unprocessed,,,
IMG20250802104040,Unlabeled,Unprocessed,,,
IMG20250802104047,Unlabeled,Unprocessed,,,
IMG20250802104051,Unlabeled,Unprocessed,,,
IMG20250802104105,Unlabeled,Unprocessed,,,
IMG20250802104108,Unlabeled,Unprocessed,,,
IMG20250802104118,Unlabeled,Unprocessed,,,
IMG20250802104139,Unlabeled,Unprocessed,,,
IMG20250802104207,Unlabeled,Unprocessed,,,
IMG20250802104222,Unlabeled,Unprocessed,,,
IMG20250802104245,Unlabeled,Unprocessed,,,
IMG20250802104304,Unlabeled,Unprocessed,,,
IMG20250802104329,Unlabeled,Unprocessed,,,
IMG20250802104348,Unlabeled,Unprocessed,,,
IMG20250802104351,Canker,Extracted,,,
IMG20250802104357,Unlabeled,Unprocessed,,,
IMG20250802104406,Unlabeled,Unprocessed,,,
IMG20250802104411,Unlabeled,Unprocessed,,,
IMG20250802104434,Unlabeled,Unprocessed,,,
IMG20250802104459,Unlabeled,Unprocessed,,,
IMG20250802104513,Unlabeled,Unprocessed,,,
IMG20250802104528,Unlabeled,Unprocessed,,,
IMG20250802104540,Unlabeled,Unprocessed,,,
IMG20250802104550,Unlabeled,Unprocessed,,,
IMG20250802104641,Unlabeled,Unprocessed,,,
IMG20250802104708,Unlabeled,Unprocessed,,,
IMG20250802104808,Unlabeled,Unprocessed,,,
IMG20250802104856,Anthracnose,Processed,,,
IMG20250802104900,Anthracnose,Processed,,,
IMG20250802104905,Anthracnose,Processed,,,
IMG20250802104914,Unlabeled,Unprocessed,,,
IMG20250802104918,Unlabeled,Unprocessed,,,
IMG20250802104926,Unlabeled,Unprocessed,,,
IMG20250802105332,Unlabeled,Unprocessed,,,
IMG20250802105351,Unlabeled,Unprocessed,,,
IMG20250802105431,Unlabeled,Unprocessed,,,
IMG20250802105701,Unlabeled,Unprocessed,,,
IMG20250802105706,Unlabeled,Unprocessed,,,
IMG20250802105712,Unlabeled,Unprocessed,,,
IMG20250802105732,Unlabeled,Unprocessed,,,
IMG20250802105816,Unlabeled,Unprocessed,,,
IMG20250802105823,Unlabeled,Unprocessed,,,
IMG20250802105835,Unlabeled,Unprocessed,,,
IMG20250802105845,Unlabeled,Unprocessed,,,
IMG20250802105906,Unlabeled,Unprocessed,,,
IMG20250802105933,Unlabeled,Unprocessed,,,
IMG20250802105956,Unlabeled,Unprocessed,,,
IMG20250802110026,Unlabeled,Unprocessed,,,
IMG20250802110038,Unlabeled,Unprocessed,,,
IMG20250802110049,Unlabeled,Unprocessed,,,
IMG20250802110117,Unlabeled,Unprocessed,,,
IMG20250802110121,Unlabeled,Unprocessed,,,
IMG20250802110138,Unlabeled,Unprocessed,,,
IMG20250802110155,Unlabeled,Unprocessed,,,
IMG20250802110211,Unlabeled,Unprocessed,,,
IMG20250802110229,Unlabeled,Unprocessed,,,
IMG20250802110242,Unlabeled,Unprocessed,,,
IMG20250802110249,Unlabeled,Unprocessed,,,
IMG20250802110345,Unlabeled,Unprocessed,,,
IMG20250802110349,Unlabeled,Unprocessed,,,
IMG20250802110411,Unlabeled,Unprocessed,,,
IMG20250802110426,Unlabeled,Unprocessed,,,
IMG20250802110536,Anthracnose,Partial,,,
IMG20250802110540,Anthracnose,Partial,,,
IMG20250802110544,Anthracnose,Partial,,,
IMG20250802110547,Anthracnose,Partial,,,
IMG20250802110557,Anthracnose,Extracted,,,
IMG20250802110608,Anthracnose,Processed,,,
IMG20250802110612,Unlabeled,Unprocessed,,,
IMG20250802110625,Unlabeled,Unprocessed,,,
IMG20250802110651,Anthracnose,Extracted,,,
IMG20250802110729,Unlabeled,Unprocessed,,,
IMG20250802110733,Unlabeled,Unprocessed,,,
IMG20250802110736,Unlabeled,Unprocessed,,,
IMG20250802110816,Unlabeled,Unprocessed,,,
IMG20250802110824,Unlabeled,Unprocessed,,,
IMG20250802110829,Unlabeled,Unprocessed,,,
IMG20250802110834,Unlabeled,Unprocessed,,,
IMG20250802110840,Unlabeled,Unprocessed,,,
IMG20250802110856,Unlabeled,Unprocessed,,,
IMG20250802110900,Unlabeled,Unprocessed,,,
IMG20250802110905,Unlabeled,Unprocessed,,,
IMG20250802110919,Unlabeled,Unprocessed,,,
IMG20250802110938,Unlabeled,Unprocessed,,,
IMG20250802110953,Canker,Extracted,,,
IMG20250802111001,Canker,Extracted,,,
IMG20250802111010,Unlabeled,Unprocessed,,,
IMG20250802111019,Unlabeled,Unprocessed,,,
IMG20250802111030,Unlabeled,Unprocessed,,,
IMG20250802111035,Unlabeled,Unprocessed,,,
IMG20250802111040,Unlabeled,Unprocessed,,,
IMG20250802111055,Unlabeled,Unprocessed,,,
IMG20250802111100,Unlabeled,Unprocessed,,,
IMG20250802111139,Unlabeled,Unprocessed,,,
IMG20250802111146,Unlabeled,Unprocessed,,,
IMG20250802111202,Unlabeled,Unprocessed,,,
IMG20250802111238,Unlabeled,Unprocessed,,,
IMG20250802111258,Unlabeled,Unprocessed,,,
IMG20250802111303,Unlabeled,Unprocessed,,,
IMG20250802111330,Unlabeled,Unprocessed,,,
IMG20250802111335,Unlabeled,Unprocessed,,,
IMG20250802111349,Borer,Extracted,,,
IMG20250802111718,Unlabeled,Unprocessed,,,
IMG20250802111723,Unlabeled,Unprocessed,,,
IMG20250802111727,Unlabeled,Unprocessed,,,
IMG20250802111751,Unlabeled,Unprocessed,,,
IMG20250802111756,Unlabeled,Unprocessed,,,
IMG20250802111831,Unlabeled,Unprocessed,,,
IMG20250802111836,Unlabeled,Unprocessed,,,
IMG20250802111842,Unlabeled,Unprocessed,,,
IMG20250802111846,Unlabeled,Unprocessed,,,
IMG20250802111915,Unlabeled,Unprocessed,,,
IMG20250802111924,Unlabeled,Unprocessed,,,
IMG20250802111929,Unlabeled,Unprocessed,,,
IMG20250802111934,Unlabeled,Unprocessed,,,
IMG20250802112002,Unlabeled,Unprocessed,,,
IMG20250802112014,Unlabeled,Unprocessed,,,
IMG20250802112039,Unlabeled,Unprocessed,,,
IMG20250802112120,Mites,Extracted,,,
IMG20250802112157,Mites,Extracted,,,
IMG20250802112202,Mites,Extracted,,,
IMG20250802112206,Mites,Extracted,,,
IMG20250802112212,Mites,Extracted,,,
IMG20250802112220,Mites,Extracted,,,
IMG20250802112224,Mites,Extracted,,,
IMG20250802112227,Mites,Extracted,,,
IMG20250802112234,Mites,Extracted,,,
IMG20250802112257,Unlabeled,Unprocessed,,,
IMG20250802112324,Unlabeled,Unprocessed,,,
IMG20250802112352,Unlabeled,Unprocessed,,,
IMG20250802112410,Unlabeled,Unprocessed,,,
IMG20250802112428,Unlabeled,Unprocessed,,,
IMG20250802112449,Unlabeled,Unprocessed,,,
IMG20250802112455,Unlabeled,Unprocessed,,,
IMG20250802112505,Unlabeled,Unprocessed,,,
IMG20250802112523,Unlabeled,Unprocessed,,,
IMG20250802112538,Unlabeled,Unprocessed,,,
IMG20250802112553,Unlabeled,Unprocessed,,,
IMG20250802112602,Unlabeled,Unprocessed,,,
IMG20250802112631,Unlabeled,Unprocessed,,,
IMG20250802112639,Unlabeled,Unprocessed,,,
IMG20250802112648,Unlabeled,Unprocessed,,,
IMG20250802112710,Unlabeled,Unprocessed,,,
IMG20250802112715,Unlabeled,Unprocessed,,,
IMG20250802112731,Unlabeled,Unprocessed,,,
IMG20250802112734,Unlabeled,Unprocessed,,,
IMG20250802112806,Unlabeled,Unprocessed,,,
IMG20250802112811,Unlabeled,Unprocessed,,,
IMG20250802112815,Unlabeled,Unprocessed,,,
IMG20250802112821,Unlabeled,Unprocessed,,,
IMG20250802112830,Unlabeled,Unprocessed,,,
IMG20250802112841,Unlabeled,Unprocessed,,,
IMG20250802112901,Unlabeled,Unprocessed,,,
IMG20250802112910,Unlabeled,Unprocessed,,,
IMG20250802112920,Unlabeled,Unprocessed,,,
